Chembl_ID,Smiles_ID,Drug_Name,Clinical_Phase,MOA,UniprotID
CHEMBL1594610,C1CSC2=NC(=C(N21)C3=CC=NC=C3)C4=CC=C(C=C4)F.Cl.Cl,SKF-86002,Preclinical,p38 MAPK inhibitor,P09917
CHEMBL421,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,sulfasalazine,Launched,cyclooxygenase inhibitor,P09917
CHEMBL4874490,,tepoxalin,Launched,cyclooxygenase inhibitor|lipoxygenase inhibitor,P09917
CHEMBL4864710,,vitamin-E,Launched,LDL oxidation inhibitor|PKC inhibitor,P09917
CHEMBL1743359,C[C@H](C1=CC2=CC=CC=C2S1)N(C(=O)N)O,zileuton,Launched,leukotriene synthesis inhibitor|lipoxygenase inhibitor,P09917
CHEMBL4875274,,AL-8697,Preclinical,p38 MAPK inhibitor,Q16539
CHEMBL4857315,,AMG-548,Phase 1,MAP kinase inhibitor,Q16539
CHEMBL4847515,,bisindolylmaleimide-IX,Preclinical,PKC inhibitor,Q16539
CHEMBL4871688,,CMPD-1,Preclinical,p38 MAPK inhibitor,Q16539
CHEMBL4878041,,doramapimod,Phase 2,p38 MAPK inhibitor,Q16539
CHEMBL4850711,,EO-1428,Preclinical,p38 MAPK inhibitor,Q16539
CHEMBL202887,C1COCCC1NC(=O)C2=CC=C(C=C2)C3=NC=CC(=C3)C4=C(NN=C4)C5=CC=CC=N5,GW-788388,Preclinical,ALK tyrosine kinase receptor inhibitor,Q16539
CHEMBL1450144,COC1=C(C=CC(=C1)SC)C(=O)N2CCC(CC2)CC3=CC=CC=C3,JX-401,Preclinical,p38 MAPK inhibitor,Q16539
CHEMBL4868076,,KN-62,Preclinical,calcium/calmodulin dependent protein kinase inhibitor|purinergic receptor antagonist,Q16539
CHEMBL1088752,CC1=C(C=C(C=C1F)C(=O)NC2CC2)C3=NC=C(C=C3)C(=O)NCC(C)(C)C,losmapimod,Phase 3,p38 MAPK inhibitor,Q16539
CHEMBL2364627,CC(C)(C)CN1C2=C(C=CC(=N2)C3=C(N=C(N3)C(C)(C)C)C4=CC=C(C=C4)F)N=C1N.CS(=O)(=O)O.CS(=O)(=O)O,LY2228820,Phase 2,p38 MAPK inhibitor,Q16539
CHEMBL4847722,,LY294002,Preclinical,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,Q16539
CHEMBL111364,CC(C1=CC=CC=C1)NC2=NC=CC(=C2)C3=C(NC(=N3)SC)C4=CC=C(C=C4)F,ML3403,Preclinical,MAP kinase inhibitor,Q16539
CHEMBL4858681,,PD-98059,Preclinical,MEK inhibitor,Q16539
CHEMBL3991932,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NCC3=C(C=CC(=C3)F)OC4=CC5=C(C=C4)N(N=C5)CCO,pexmetinib,Phase 1,MAP kinase inhibitor|TIE tyrosine kinase inhibitor,Q16539
CHEMBL4859416,,PH-797804,Phase 2,p38 MAPK inhibitor,Q16539
CHEMBL4861955,,QX-314,Preclinical,sodium channel blocker,Q16539
CHEMBL4847871,,RWJ-67657,Phase 1,MAP kinase inhibitor,Q16539
CHEMBL4846403,,SB-202190,Preclinical,p38 MAPK inhibitor,Q16539
CHEMBL4871888,,SB-203580,Preclinical,p38 MAPK inhibitor,Q16539
CHEMBL4858276,,SB-239063,Preclinical,p38 MAPK inhibitor,Q16539
CHEMBL4870939,,SB-242235,Phase 1,p38 MAPK inhibitor,Q16539
CHEMBL1435541,C1=CC2=C(C=CN2)C=C1C(=O)N,SD-169,Preclinical,p38 MAPK inhibitor,Q16539
CHEMBL2107779,C/C(=N\N=C(N)N)/C1=CC(=CC(=C1)NC(=O)CCCCCCCCC(=O)NC2=CC(=CC(=C2)/C(=N/N=C(N)N)/C)/C(=N/N=C(N)N)/C)/C(=N/N=C(N)N)/C,semapimod,Phase 2,cytokine production inhibitor|p38 MAPK inhibitor,Q16539
CHEMBL4872085,,skepinone-L,Preclinical,p38 MAPK inhibitor,Q16539
CHEMBL1594610,C1CSC2=NC(=C(N21)C3=CC=NC=C3)C4=CC=C(C=C4)F.Cl.Cl,SKF-86002,Preclinical,p38 MAPK inhibitor,Q16539
CHEMBL4867472,,SX-011,Preclinical,MAP kinase inhibitor,Q16539
CHEMBL4303658,C1=CC(=C(C(=C1)F)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)F,TA-01,Preclinical,casein kinase inhibitor|MAP kinase inhibitor,Q16539
CHEMBL4860056,,TAK-715,Phase 2,p38 MAPK inhibitor,Q16539
CHEMBL4863553,,talmapimod,Phase 2,p38 MAPK inhibitor,Q16539
CHEMBL4857538,,tie2-kinase-inhibitor,Preclinical,TIE tyrosine kinase inhibitor,Q16539
CHEMBL4856995,,tyrphostin-AG-1478,Preclinical,EGFR inhibitor,Q16539
CHEMBL4868542,,U-0126,Preclinical,MEK inhibitor,Q16539
CHEMBL1090090,C1=CC(=C(C(=C1)F)N(C2=NC(=C(C=C2)C(=O)N)C3=C(C=C(C=C3)F)F)C(=O)N)F,VX-702,Phase 2,p38 MAPK inhibitor,Q16539
CHEMBL4860551,,VX-745,Phase 2,p38 MAPK inhibitor,Q16539
CHEMBL4851744,,ZM-336372,Preclinical,RAF inhibitor,Q16539
CHEMBL177820,C1(=C(C2=NNN=C2C(=C1Br)Br)Br)Br,"4,5,6,7-tetrabromobenzotriazole",Preclinical,casein kinase inhibitor,Q16539
CHEMBL1236539,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)[C@H](NC6=O)O)NC)OC,7-hydroxystaurosporine,Phase 2,CDK inhibitor|CHK inhibitor|PKC inhibitor,Q16539
CHEMBL4859366,,alacepril,Launched,angiotensin converting enzyme inhibitor,P12821
CHEMBL838,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O,benazepril,Launched,angiotensin converting enzyme inhibitor,P12821
CHEMBL4870557,,butein,Preclinical,EGFR inhibitor|SRC inhibitor,P12821
CHEMBL4852091,,captopril,Launched,angiotensin converting enzyme inhibitor,P12821
CHEMBL515606,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCCN3CCC[C@H](N3C2=O)C(=O)O,cilazapril,Launched,angiotensin converting enzyme inhibitor,P12821
CHEMBL3103190,C[C@H]1/C=C/C[C@H](CCCC[C@H](OC(=O)[C@H]([C@@]2([C@@H]([C@H]([C@@H]([C@H]1O2)C)O)OC)O)C)C3=CC=CC=C3)OC,C11-Acetate,Phase 3,,P12821
CHEMBL2106126,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N(CC(=O)O)C2CC3=CC=CC=C3C2.Cl,delapril,Launched,angiotensin converting enzyme inhibitor,P12821
CHEMBL1200515,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=CC=CC=C45)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,deserpidine,Launched,angiotensin converting enzyme inhibitor,P12821
CHEMBL1200659,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O.C(=C\C(=O)O)\C(=O)O,enalapril,Launched,angiotensin converting enzyme inhibitor,P12821
CHEMBL3989406,C[C@@H](C(=O)N1CCC[C@H]1C(=O)O)N[C@@H](CCC2=CC=CC=C2)C(=O)O.O.O,enalaprilat,Launched,angiotensin converting enzyme inhibitor,P12821
CHEMBL3306578,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3,fosinopril,Launched,angiotensin converting enzyme inhibitor,P12821
CHEMBL581,C1CCC(CC1)[C@@H]2C[C@H](N(C2)C(=O)CP(=O)(CCCCC3=CC=CC=C3)O)C(=O)O,fosinoprilat,Launched,angiotensin converting enzyme inhibitor,P12821
CHEMBL251254,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O,hyperin,Preclinical,aldose reductase inhibitor,P12821
CHEMBL4303516,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H](CN(C2=O)C)C(=O)O,imidapril,Launched,angiotensin converting enzyme inhibitor,P12821
CHEMBL419213,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O.O.O,lisinopril,Launched,angiotensin converting enzyme inhibitor,P12821
CHEMBL4542250,C[C@H]1CCC[C@H](N1C(=O)CCSC(=O)C)C(=O)O,methiopril,Phase 2,angiotensin converting enzyme inhibitor,P12821
CHEMBL1200534,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=CC(=C(C=C3C[C@H]2C(=O)O)OC)OC.Cl,moexipril,Launched,angiotensin converting enzyme inhibitor,P12821
CHEMBL4266030,,omapatrilat,Preclinical,metalloproteinase inhibitor,P12821
CHEMBL1200343,CCC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O.CC(C)(C)N,perindopril,Launched,angiotensin converting enzyme inhibitor,P12821
CHEMBL1201368,CCC[C@@H](C(=O)O)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O,perindoprilat,Phase 2,angiotensin converting enzyme inhibitor,P12821
CHEMBL1162799,CCCC[P+](CCCC)(CCCC)CC1=CC=C(C=C1)NC(=O)C2CC3=CC=CC=C3CN2C(=O)[C@H](CCC4=CC=CC=C4)NC(=NC5CCCCC5)NC6CCCCC6.Cl.Cl,quinapril,Launched,angiotensin converting enzyme inhibitor,P12821
CHEMBL4856940,,quinaprilat,Launched,angiotensin converting enzyme inhibitor,P12821
CHEMBL1168,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O,ramipril,Launched,angiotensin converting enzyme inhibitor,P12821
CHEMBL2110627,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CS[C@@H](CN(C2=O)CC(=O)O)C3=CC=CS3,temocapril,Launched,angiotensin converting enzyme inhibitor,P12821
CHEMBL3039089,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H](C)C(=O)N2[C@@H](CC3C2CCCC3)C(=O)O,trandolapril,Launched,angiotensin converting enzyme inhibitor,P12821
CHEMBL2105776,C[C@H](CSC(=O)C1=CC=CC=C1)C(=O)N2C[C@H](C[C@H]2C(=O)[O-])SC3=CC=CC=C3.C[C@H](CSC(=O)C1=CC=CC=C1)C(=O)N2C[C@H](C[C@H]2C(=O)[O-])SC3=CC=CC=C3.[Ca+2],zofenopril-calcium,Launched,angiotensin converting enzyme inhibitor,P12821
CHEMBL1256359,CC(C(=O)OC(C)(C)CC1=CC=C(C=C1)Cl)N.Cl,alaproclate,Phase 2,serotonin receptor antagonist,P31645
CHEMBL1697712,C1CC2=CC=CC=C2C(C3=CC=CC=C31)NCCCCCCC(=O)O.Cl,amineptine,Withdrawn,dopamine receptor agonist,P31645
CHEMBL4227511,C1C2[C@@]1(CNC2)C3=CC(=C(C=C3)Cl)Cl,amitifadine,Phase 3,serotonin transporter (SERT) inhibitor,P31645
CHEMBL1200964,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,amitriptyline,Launched,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),P31645
CHEMBL1113,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,amoxapine,Launched,norepinephrine reputake inhibitor,P31645
CHEMBL1702,CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2.Cl,atomoxetine,Launched,norepinephrine transporter inhibitor,P31645
CHEMBL1625728,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N,BTS-54505,Withdrawn,dopamine reuptake inhibitor,P31645
CHEMBL1200781,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F.Br,citalopram,Launched,selective serotonin reuptake inhibitor (SSRI),P31645
CHEMBL1200710,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl.Cl,clomipramine,Launched,serotonin transporter (SERT) inhibitor,P31645
CHEMBL2110900,CN(C)[C@@H](CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3,dapoxetine,Launched,selective serotonin reuptake inhibitor (SSRI),P31645
CHEMBL4878344,,desipramine,Launched,tricyclic antidepressant,P31645
CHEMBL1201728,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O.C(CC(=O)O)C(=O)O,desvenlafaxine,Launched,serotonin–norepinephrine reuptake inhibitor (SNRI),P31645
CHEMBL52440,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)OC,dextromethorphan,Launched,glutamate receptor antagonist|sigma receptor agonist,P31645
CHEMBL1557,C1=CC(=C(C=C1CCN)O)O.Cl,dopamine,Launched,dopamine receptor agonist,P31645
CHEMBL1711280,CN(C)CC/C=C/1\C2=CC=CC=C2CSC3=CC=CC=C31.Cl,dosulepin,Launched,norepinephrine reuptake inhibitor|serotonin–norepinephrine reuptake inhibitor (SNRI)|tricyclic antidepressant,P31645
CHEMBL1256774,CN(C)CC/C=C\1/C2=CC=CC=C2COC3=CC=CC=C31.Cl,doxepin,Launched,histamine receptor antagonist,P31645
CHEMBL1200328,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl,duloxetine,Launched,norepinephrine reuptake inhibitor|serotonin–norepinephrine reuptake inhibitor (SNRI),P31645
CHEMBL1523964,C[C@@H]([C@@H](C1=CC=CC=C1)O)NC.C[C@@H]([C@@H](C1=CC=CC=C1)O)NC.OS(=O)(=O)O,ephedrine-(racemic),Launched,adrenergic receptor agonist,P31645
CHEMBL1200322,CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F.C(=O)(C(=O)O)O,escitalopram,Launched,selective serotonin reuptake inhibitor (SSRI),P31645
CHEMBL1201082,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F.Cl,fluoxetine,Launched,selective serotonin reuptake inhibitor (SSRI),P31645
CHEMBL814,COCCCC/C(=N\OCCN)/C1=CC=C(C=C1)C(F)(F)F,fluvoxamine,Launched,selective serotonin reuptake inhibitor (SSRI),P31645
CHEMBL1692,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,imipramine,Launched,norepinephrine reputake inhibitor|serotonin reuptake inhibitor,P31645
CHEMBL276520,C1CNCCC1CCC2=CNC3=CC=CC=C32,indalpine,Withdrawn,selective serotonin reuptake inhibitor (SSRI),P31645
CHEMBL2106638,CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl.Cl,lofepramine,Launched,norepinephrine reuptake inhibitor|serotonin–norepinephrine reuptake inhibitor (SNRI),P31645
CHEMBL1201155,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl.C(CC(=O)O)C(=O)O,loxapine,Launched,dopamine receptor antagonist|serotonin receptor antagonist,P31645
CHEMBL4297064,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2.Cl,milnacipran,Launched,serotonin–norepinephrine reuptake inhibitor (SNRI),P31645
CHEMBL1364551,CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3.Cl.Cl,minaprine,Withdrawn,serotonin reuptake inhibitor,P31645
CHEMBL1200492,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl.Cl,nefazodone,Withdrawn,adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin reuptake inhibitor,P31645
CHEMBL1256695,CNCCC(C1=CC=CC=C1)OC2=CC=CC=C2OC.Cl,nisoxetine,Phase 1,norepinephrine reuptake inhibitor,P31645
CHEMBL1201156,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,nortriptyline,Launched,tricyclic antidepressant,P31645
CHEMBL1200609,CS(=O)(=O)O.C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,paroxetine,Launched,selective serotonin reuptake inhibitor (SSRI),P31645
CHEMBL1089,C1=CC=C(C=C1)CCNN,phenelzine,Launched,monoamine oxidase inhibitor,P31645
CHEMBL1200332,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13.Cl,protriptyline,Launched,tricyclic antidepressant,P31645
CHEMBL1315073,C1NCCN(C1)C2=NC3=CC=CC=C3C=C2.C(=C\C(=O)O)\C(=O)O.C(=C\C(=O)O)\C(=O)O,quipazine,Preclinical,serotonin receptor agonist,P31645
CHEMBL809,CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,sertraline,Launched,selective serotonin reuptake inhibitor (SSRI),P31645
CHEMBL1200798,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl.Cl,trazodone,Launched,adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor,P31645
CHEMBL1200948,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C.C(=C\C(=O)O)\C(=O)O,trimipramine,Launched,norepinephrine reputake inhibitor|tricyclic antidepressant,P31645
CHEMBL1201066,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O.Cl,venlafaxine,Launched,adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin–norepinephrine reuptake inhibitor (SNRI),P31645
CHEMBL1280,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC.Cl,verapamil,Launched,calcium channel blocker,P31645
CHEMBL1615374,C1CN(CCN1CCCCC2=CNC3=C2C=C(C=C3)C#N)C4=CC5=C(C=C4)OC(=C5)C(=O)N.Cl,vilazodone,Launched,serotonin reuptake inhibitor,P31645
CHEMBL2104993,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C,vortioxetine,Launched,serotonin receptor agonist|serotonin receptor antagonist,P31645
CHEMBL2355333,CN(C)C/C=C(/C1=CC=C(C=C1)Br)\C2=CN=CC=C2.O.Cl.Cl,zimelidine,Withdrawn,selective serotonin reuptake inhibitor (SSRI),P31645
CHEMBL1375743,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54.O.Cl,ziprasidone,Launched,dopamine receptor antagonist|serotonin receptor antagonist,P31645
CHEMBL285802,CN(C)CCOC1=CC2=CC=CC=C2SC3=C1C=C(C=C3)Cl,zotepine,Launched,dopamine receptor antagonist|serotonin receptor antagonist,P31645
CHEMBL4854212,,3-alpha-bis-(4-fluorophenyl)-methoxytropane,Preclinical,dopamine uptake inhibitor,P31645
CHEMBL4875197,,alarelin,Launched,gonadotropin releasing factor hormone receptor antagonist,P01148
CHEMBL1483,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,albendazole,Launched,tubulin polymerization inhibitor,Q71U36
CHEMBL4823266,,cabazitaxel,Launched,microtubule inhibitor,Q71U36
CHEMBL107,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,colchicine,Launched,microtubule inhibitor,Q71U36
CHEMBL92,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,docetaxel,Launched,tubulin polymerization inhibitor,Q71U36
CHEMBL685,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,mebendazole,Launched,tubulin polymerization inhibitor,Q71U36
CHEMBL100910,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,paclitaxel,Launched,tubulin polymerization inhibitor,Q71U36
CHEMBL22969,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,vinblastine,Launched,microtubule inhibitor|tubulin polymerization inhibitor,Q71U36
CHEMBL553025,CCC1=C[C@H]2C[C@@](C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,vinorelbine,Launched,tubulin polymerization inhibitor,Q71U36
CHEMBL1483,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,albendazole,Launched,tubulin polymerization inhibitor,P68371
CHEMBL4823266,,cabazitaxel,Launched,microtubule inhibitor,P68371
CHEMBL107,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,colchicine,Launched,microtubule inhibitor,P68371
CHEMBL92,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,docetaxel,Launched,tubulin polymerization inhibitor,P68371
CHEMBL685,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,mebendazole,Launched,tubulin polymerization inhibitor,P68371
CHEMBL1087630,CCCOC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,oxibendazole,Launched,tubulin polymerization inhibitor,P68371
CHEMBL100910,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,paclitaxel,Launched,tubulin polymerization inhibitor,P68371
CHEMBL553025,CCC1=C[C@H]2C[C@@](C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,vinorelbine,Launched,tubulin polymerization inhibitor,P68371
CHEMBL1441059,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O.CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O.OS(=O)(=O)O,albuterol,Launched,adrenergic receptor agonist,P07550
CHEMBL1256179,CC(C)NCC(COC1=CC=CC=C1CC=C)O.Cl,alprenolol,Launched,adrenergic receptor antagonist,P07550
CHEMBL2106667,COC1=[N+](N=CC(=C1)N)C2=CC=CC=C2.COS(=O)(=O)[O-],amezinium,Launched,adrenergic receptor agonist,P07550
CHEMBL1200964,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,amitriptyline,Launched,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),P07550
CHEMBL4851038,,atenolol-(+/-),Launched,adrenergic receptor antagonist,P07550
CHEMBL521589,CC(C)(C)NCC(C1=CC(=CC(=C1)OC(=O)N(C)C)OC(=O)N(C)C)O,bambuterol,Launched,adrenergic receptor agonist,P07550
CHEMBL1691,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O.Cl,betaxolol,Launched,adrenergic receptor antagonist,P07550
CHEMBL4864913,,BRL-37344,Phase 2,adrenergic receptor agonist,P07550
CHEMBL2105475,CC(C)(C)NCC(C1=CC(=NO1)Br)O,broxaterol,Phase 3,adrenergic receptor agonist,P07550
CHEMBL114655,CC(CCC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,buphenine,Launched,adrenergic receptor agonist,P07550
CHEMBL305380,CC1=CC(=C(C=C1)Cl)OCC(CNC(C)(C)C)O,bupranolol,Launched,adrenergic receptor antagonist,P07550
CHEMBL1201087,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)CC=C,cabergoline,Launched,dopamine receptor agonist,P07550
CHEMBL4850111,,carazolol,Launched,adrenergic receptor antagonist,P07550
CHEMBL1094785,C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=C3C=CC(=O)NC3=C(C=C2)O)O,carmoterol,Phase 2,adrenergic receptor agonist,P07550
CHEMBL1201002,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O.Cl,carteolol,Launched,adrenergic receptor antagonist,P07550
CHEMBL1201167,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O.OP(=O)(O)O,carvedilol,Launched,adrenergic receptor antagonist,P07550
CHEMBL1742424,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C.Cl,celiprolol,Launched,adrenergic receptor antagonist,P07550
CHEMBL4873800,,CGP-12177,Phase 1,adrenergic receptor agonist,P07550
CHEMBL1374751,CC(C)NCC(C1=CC(=C(C=C1)N)C#N)O,cimaterol,Preclinical,adrenergic receptor agonist,P07550
CHEMBL1330729,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O.Cl,clenbuterol,Launched,adrenergic receptor agonist,P07550
CHEMBL156791,CC(C)(C)NCC(COC1=C(C=CC(=C1)Cl)Cl)O,cloranolol,Launched,adrenergic receptor antagonist,P07550
CHEMBL1902627,CC(C)NCC(C1=CC=CC=C1Cl)O,clorprenaline,Launched,adrenergic receptor agonist,P07550
CHEMBL4878344,,desipramine,Launched,tricyclic antidepressant,P07550
CHEMBL1200418,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O.Cl,dobutamine,Launched,adrenergic receptor agonist,P07550
CHEMBL1126098,,DPI-201106,Phase 2,sodium channel activator,P07550
CHEMBL2103827,C1=CC(=C(C=C1[C@H]([C@@H](C(=O)O)N)O)O)O,droxidopa,Launched,norepinephrine precursor,P07550
CHEMBL1523964,C[C@@H]([C@@H](C1=CC=CC=C1)O)NC.C[C@@H]([C@@H](C1=CC=CC=C1)O)NC.OS(=O)(=O)O,ephedrine,Launched,adrenergic receptor agonist,P07550
CHEMBL1523964,C[C@@H]([C@@H](C1=CC=CC=C1)O)NC.C[C@@H]([C@@H](C1=CC=CC=C1)O)NC.OS(=O)(=O)O,ephedrine-(racemic),Launched,adrenergic receptor agonist,P07550
CHEMBL1256958,CNC[C@@H](C1=CC(=C(C=C1)O)O)O.C(C(C(=O)O)O)(C(=O)O)O,epinephrine,Launched,adrenergic receptor agonist|carbonic anhydrase activator|neurotransmitter,P07550
