Drug_Name,CNS,Smiles_ID
Docetaxel,False,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C
Docosanol,False,CCCCCCCCCCCCCCCCCCCCCCO
Dolasetron,True,O=C(O[C@H]1C[C@@H]2C[C@@H]3C[C@@H](C1)N2CC3=O)c1c[nH]c2ccccc12
Donepezil,True,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
Dopamine,False,Cl.NCCc1ccc(O)c(O)c1
Doxacurium chloride,False,COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC.[Cl-].[Cl-]
Doxapram,True,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O
Doxazosin,False,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O
Doxepin,True,CN(C)CC/C=C1/c2ccccc2COc2ccccc21.Cl
Doxycycline,False,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O
Doxylamine,False,CN(C)CCOC(C)(c1ccccc1)c1ccccn1
Dronedarone,False,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1.Cl
Drospirenone,False,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12
Drostanolone,False,CC1CC2(C)C3CCC4(C)C(O)CCC4C3CC[C@H]2CC1=O
Drotaverine,False,CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC
Droxidopa,False,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1
Duloxetine,True,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1.Cl
Dutasteride,False,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12
Dyclonine,False,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1.Cl
Dydrogesterone,False,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C
Dyphylline,False,Cn1c(=O)c2c(ncn2C[C@@H](O)CO)n(C)c1=O
Ecabet,False,CC(C)c1cc2c(cc1S(=O)(=O)O)[C@@]1(C)CCC[C@@](C)(C(=O)O)[C@@H]1CC2
Echothiophate,False,CCOP(=O)(OCC)SCC[N+](C)(C)C
Econazole,False,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
Edetic Acid,False,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
Edrophonium,False,CC[N+](C)(C)c1cccc(O)c1
Efavirenz,False,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1
Eletriptan,True,Br.CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
Eltrombopag,False,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O.NCCO.NCCO
Emedastine,False,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O
Emtricitabine,False,Nc1nc(=O)n(C2CSC(CO)O2)cc1F
Enalapril,False,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O
Encainide,False,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1.Cl
Enflurane,False,FC(F)OC(F)(F)C(F)Cl
Enoxacin,False,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21
Enprofylline,False,CCCn1c(=O)[nH]c(=O)c2nc[nH]c21
Entacapone,True,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1
Entecavir,False,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21
Enzalutamide,False,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F
Ephedrine,False,CN[C@@H](C)[C@H](O)c1ccccc1.CN[C@@H](C)[C@H](O)c1ccccc1.O=S(=O)(O)O
Epinastine,False,Cl.NC1=NCC2c3ccccc3Cc3ccccc3N12
Epinephrine,False,CNC[C@H](O)c1ccc(O)c(O)c1.O=C(O)C(O)C(O)C(=O)O
Epirubicin,False,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1.Cl
Eplerenone,False,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13
Epoprostenol,False,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)[O-])O[C@H]2C[C@H]1O.[Na+]
Eprosartan,False,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1.CS(=O)(=O)O
Ergocalciferol,False,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12
Ergoloid mesylate,False,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O.CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CCC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CS(=O)(=O)O.CS(=O)(=O)O.CS(=O)(=O)O.CS(=O)(=O)O
Ergonovine,False,C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O
Ergotamine,True,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.O=C(O)C(O)C(O)C(=O)O
Eribulin,False,C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C
Erlotinib,False,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl
Ertapenem,False,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12
Erythrityl Tetranitrate,False,O=[N+]([O-])OC[C@H](O[N+](=O)[O-])[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-]
Erythromycin,False,CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C.CCCCCCCCCCCCOS(=O)(=O)O
Escitalopram,True,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21.O=C(O)C(=O)O
Esmolol,False,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1.Cl
Esomeprazole,False,COc1ccc2[n-]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1.COc1ccc2[n-]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1.[Mg+2]
Estazolam,True,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2
Estradiol,False,CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C
Estradiol valerate/Dienogest,False,CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C
Estramustine,False,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-].[Na+].[Na+]
Estrone,False,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O
Estropipate,False,C1CNCCN1.C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O
Eszopiclone,True,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
Ethacrynic acid,False,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
Ethambutol,False,CC[C@@H](CO)NCCN[C@@H](CC)CO.Cl.Cl
Ethanol,False,CCO
Ethanolamine Oleate,False,CCCCCCCC/C=C\CCCCCCCC(=O)O.NCCO
Ethchlorvynol,False,C#CC(O)(/C=C/Cl)CC
Ethinamate,False,C#CC1(OC(N)=O)CCCCC1
Ethionamide,False,CCc1cc(C(N)=S)ccn1
Ethopropazine,False,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21.Cl
Ethosuximide,True,CCC1(C)CC(=O)NC1=O
Ethotoin,True,CCN1C(=O)NC(c2ccccc2)C1=O
Ethylmorphine,False,CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341
Ethynodiol Diacetate,False,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C
Etidronic acid,False,CC(O)(P(=O)(O)O)P(=O)(O)O
Etodolac,True,CCc1cccc2c3c([nH]c12)[C@](CC)(CC(=O)O)OCC3
Etonogestrel,False,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC
Etoposide,False,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OP(=O)(O)O
Everolimus,False,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
Exemestane,False,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12
Ezogabine,True,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N
Famciclovir,False,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O
Famotidine,False,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1
Felbamate,True,NC(=O)OCC(COC(N)=O)c1ccccc1
Fencamfamine,False,CCNC1C2CCC(C2)C1c1ccccc1.Cl
Fenofibrate,False,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)[O-].C[N+](C)(C)CCO
Fenoldopam,False,Br.Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1
Fenoprofen,True,CC(C(=O)O)c1cccc(Oc2ccccc2)c1
Fenoterol,False,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1
Fentanyl,True,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1.Cl
Fesoterodine,True,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1.O=C(O)/C=C/C(=O)O
Fexofenadine,False,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1.Cl
Fidaxomicin,False,CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@H]([C@@H](C)O)OC2=O)O[C@@H]1C
Finasteride,False,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
Flavoxate,False,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O
Flecainide,False,CC(=O)O.O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
Fluconazole,False,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
Fludarabine,False,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
Fludiazepam,False,CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
Fludrocortisone,False,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3(F)[C@@H](O)C[C@@]21C
Flumethasone Pivalate,False,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C
Flunarizine,False,Cl.Cl.Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1
Flunisolide,False,CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)[C@]2(C(=O)CO)O1
Flunitrazepam,False,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21
Fluocinolone Acetonide,False,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
Fluocinonide,False,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
Fluorescein,False,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21
Fluorometholone,False,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
Fluorouracil,False,O=c1cc(F)[nH]c(=O)[nH]1
Fluoxetine,True,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl
Fluoxymesterone,False,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
Flupenthixol,False,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
Fluphenazine,True,CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
Flurandrenolide,False,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
Flurazepam,True,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21.Cl.Cl
Flurbiprofen,True,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
Flutamide,False,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
Fluticasone furoate,False,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF
Fluticasone Propionate,False,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
Fluvastatin,False,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21
Fluvoxamine,True,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1
Fomepizole,False,Cc1cn[nH]c1
Fondaparinux sodium,False,CO[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@@H]3O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O[C@H]5O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)[O-])[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)[O-])[C@H]3NS(=O)(=O)[O-])[C@H](O)[C@H]2OS(=O)(=O)[O-])[C@H](O)[C@H]1NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
Forasartan,False,CCCCc1nc(CCCC)n(Cc2ccc(-c3ccccc3-c3nnn[nH]3)nc2)n1
Formestane,False,C[C@]12CCC(=O)C(=O)C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
Formoterol,False,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1.COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1.O.O.O=C(O)/C=C/C(=O)O
Fosamprenavir,False,CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
Fosaprepitant,True,C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
Foscarnet,False,O=C(O)P(=O)(O)O
Fosfomycin,False,C[C@@H]1O[C@@H]1P(=O)(O)O
Fosinopril,False,CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C
Fosphenytoin,True,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O
Fospropofol,False,CC(C)c1cccc(C(C)C)c1OCOP(=O)(O)O
Framycetin,False,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O
Frovatriptan,True,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1.O.O=C(O)CCC(=O)O
Fulvestrant,False,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)C3[C@@H]1CC[C@@H]2O
Furazolidone,False,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1
Fusidic Acid,False,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O
Gabapentin,True,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C
Galantamine,True,Br.COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
Gallamine Triethiodide,False,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-]
gamma-Homolinolenic acid,False,O=C(O)CCCO
Gamma Hydroxybutyric Acid,True,O=C(O)CCCO
Ganciclovir,False,Nc1nc([O-])c2ncn(COC(CO)CO)c2n1.[Na+]
Gatifloxacin,False,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
Gefitinib,False,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
Gemcitabine,False,CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O
Gemfibrozil,False,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
Gemifloxacin,False,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN.CS(=O)(=O)O
Gentamicin,False,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O
Gentian Violet,False,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-]
Gestodene,False,C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
Gliclazide,False,Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CCC[C@@H]3C2)cc1
Glimepiride,False,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O
Glipizide,False,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
Gliquidone,False,COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C
Glisoxepide,False,Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1
Glucosamine,False,N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O
Glutathione,False,N[C@@H](CCC(=O)C[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O
Glutethimide,False,CCC1(c2ccccc2)CCC(=O)NC1=O
Glycerol Phenylbutyrate,False,O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1
Glycine,False,NCC(=O)O
Glycodiazine,False,COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1
Glycopyrrolate,False,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1.[Br-]
Gonadorelin,False,CC(=O)O.CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O
Goserelin,False,CC(=O)O.CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O
Granisetron,True,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2.Cl
Grepafloxacin,False,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)cn2C1CC1
Griseofulvin,False,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O
Guaifenesin,False,COc1ccccc1OCC(O)CO
Guanabenz,False,CC(=O)O.N=C(N)N/N=C/c1c(Cl)cccc1Cl
Guanadrel Sulfate,False,N=C(N)NCC1COC2(CCCCC2)O1.N=C(N)NCC1COC2(CCCCC2)O1.O=S(=O)(O)O
Guanethidine,False,N=C(N)NCCN1CCCCCCC1.O=S(=O)(O)O
Guanfacine,True,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl
Halazepam,False,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F
Halobetasol Propionate,False,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
Halofantrine,False,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12.Cl
Haloperidol,True,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
Haloprogin,False,Clc1cc(Cl)c(OCC#CI)cc1Cl
Halothane,False,FC(F)(F)C(Cl)Br
Heptabarbital,False,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O
Hesperetin,False,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O
Hetacillin,False,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)[O-].[K+]
Hexachlorophene,False,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl
Hexafluronium,False,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21
Hexobarbital,False,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O
Hexylcaine,False,C[C@@H](CNC1CCCCC1)OC(=O)c1ccccc1
Histamine Phosphate,False,NCCc1c[nH]cn1.O=P(O)(O)O.O=P(O)(O)O
Homatropine Methylbromide,False,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2.[Br-]
Hydralazine,False,NNc1nncc2ccccc12
